ROWNUM;NAME;ADDRESS;X;Y;NAPRAVLENIE;USL_SPEED;GLOBALID;
1;"Комплекс фото-видеофиксации нарушений ПДД";"1-й Вышеславцев переулок, д.8";"37.605547";"55.791261";"в центр";"Проезд грузового транспорта";"87476396";
2;"Комплекс фото-видеофиксации нарушений ПДД";"1-й Кожуховский переулок, д.5/7";"37.660492";"55.705997";"в центр";"Проезд грузового транспорта";"87476397";
3;"Комплекс фото-видеофиксации нарушений ПДД";"1-й Новый переулок, д.5, стр.4, по улице Нижняя Красносельская";"37.667997";"55.778317";"в центр";"Проезд грузового транспорта";"87476398";
4;"Комплекс фото-видеофиксации нарушений ПДД";"1-я Дубровская улица, д.2б, стр.1";"37.668127";"55.729461";"из центра";"Контроль база";"87476399";
5;"Комплекс фото-видеофиксации нарушений ПДД";"улица 26-ти Бакинских Комиссаров, д.3, корп.1";"37.489245";"55.65846";"к Ленинскому пр-ту";"Контроль база";"87476400";
6;"Комплекс фото-видеофиксации нарушений ПДД";"улица Cвободы - МКАД";"37.424667";"55.875696";"внутренняя сторона МКАД";"Контроль база+скорость";"87482402";
7;"Комплекс фото-видеофиксации нарушений ПДД";"Автозаводская улица, д.17";"37.654242";"55.704878";"в центр";"Проезд грузового транспорта";"87482404";
8;"Комплекс фото-видеофиксации нарушений ПДД";"Автозаводская улица, д.2";"37.663686";"55.710139";"из центра";"Проезд грузового транспорта";"87482405";
9;"Комплекс фото-видеофиксации нарушений ПДД";"Автомобильный проезд, д.10";"37.710102";"55.725725";"в центр";"Проезд грузового транспорта";"87482406";
10;"Комплекс фото-видеофиксации нарушений ПДД";"улица Айвазовского, д.2, МГТ № 342";"37.541558";"55.618839";"из центра";"Выделенная полоса";"87482407";
11;"Комплекс фото-видеофиксации нарушений ПДД";"улица Айвазовского, д.5, корп.1, МГТ № 355";"37.540767";"55.615553";"в центр";"Выделенная полоса";"87482408";
12;"Комплекс фото-видеофиксации нарушений ПДД";"набережная Академика Туполева, д.15";"37.679306";"55.759353";"в центр";"Проезд грузового транспорта";"87482409";
13;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе - МКАД";"37.591829";"55.908728";"съезд на внутреннее кольцо МКАД";"Контроль база";"87482410";
14;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе - МКАД";"37.590727";"55.913223";"из центра";"Контроль база";"87482411";
15;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе - МКАД";"37.586382";"55.910343";"внутренняя сторона МКАД";"Контроль база+скорость";"87482412";
16;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе - МКАД";"37.587162";"55.907829";"в центр";"Контроль база";"87482413";
17;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.13, корп.2";"37.584403";"55.853386";"в центр";"Выделенная полоса";"87482414";
18;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.22 Б";"37.5846";"55.860311";"из центра";"Выделенная полоса";"87482415";
19;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.28";"37.584497";"55.865364";"из центра";"Выделенная полоса";"87482416";
20;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.29";"37.584167";"55.858547";"в центр";"Выделенная полоса";"87482417";
21;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.33, стр.1";"37.583998";"55.864222";"в центр";"Выделенная полоса";"87482418";
22;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.64";"37.586811";"55.885797";"из центра";"Выделенная полоса";"87482419";
23;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.78";"37.587007";"55.892515";"из центра";"Выделенная полоса";"87482420";
24;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.86 А";"37.587128";"55.897614";"из центра";"Выделенная полоса";"87482421";
25;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.87";"37.586523";"55.893062";"в центр";"Выделенная полоса";"87482422";
26;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.93";"37.586828";"55.898972";"в центр";"Выделенная полоса";"87482423";
27;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.96";"37.587339";"55.902008";"из центра";"Выделенная полоса";"87482424";
28;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.97";"37.586764";"55.902561";"в центр";"Выделенная полоса";"87482425";
29;"Комплекс фото-видеофиксации нарушений ПДД";"Алтуфьевское шоссе, д.75 Б";"37.586575";"55.878765";"из центра";"Выделенная полоса";"87482426";
30;"Комплекс фото-видеофиксации нарушений ПДД";"Аминьевское шоссе, д.3, корп.1, по улице Матвеевской, к Рублевскому шоссе";"37.45855";"55.702089";"к Рублевскому ш.";"Выделенная полоса";"87482427";
31;"Комплекс фото-видеофиксации нарушений ПДД";"Аминьевское шоссе, д.14, корп.1";"37.455575";"55.706653";"от Рублевского ш.";"Выделенная полоса";"87482428";
32;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, д.38";"37.662134";"55.673259";"из центра";"Скорость";"87482429";
33;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, МГТ № 114";"37.664325";"55.682324";"из центра";"Выделенная полоса+скорость";"87482430";
34;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, МГТ № 215";"37.657286";"55.663114";"в центр";"Выделенная полоса";"87482431";
35;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, МГТ № 59";"37.667739";"55.704414";"в центр";"Выделенная полоса";"87482432";
36;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, МГТ № 67";"37.665847";"55.68947";"в центр";"Выделенная полоса+скорость";"87482433";
37;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, д.10, по ул. Трофимова";"37.667267";"55.702131";"из центра";"Выделенная полоса";"87482434";
38;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, д.8, МГТ № 37";"37.666625";"55.695641";"в центр";"Выделенная полоса";"87482435";
39;"Комплекс фото-видеофиксации нарушений ПДД";"проспект Андропова, у д.2";"37.666933";"55.707328";"из центра";"Выделенная полоса";"87482436";
40;"Комплекс фото-видеофиксации нарушений ПДД";"Большая Дорогомиловская улица, д.7";"37.556477";"55.746234";"в центр";"Выделенная полоса";"87482437";
41;"Комплекс фото-видеофиксации нарушений ПДД";"Большой Каменный мост, д.2, стр.2, по улице Серафимовича";"37.613582";"55.744942";"из центра";"Скорость";"87482438";
42;"Комплекс фото-видеофиксации нарушений ПДД";"Большой Москворецкий мост, опора МГО б/н.";"37.624445";"55.748444";"к Софийской наб.";"Скорость";"87482439";
43;"Комплекс фото-видеофиксации нарушений ПДД";"Большой Москворецкий мост, опора МГО б/н.";"37.624563";"55.749434";"к Москворецкой наб.";"Скорость";"87482440";
44;"Комплекс фото-видеофиксации нарушений ПДД";"Большая Переяславская улица, д.19";"37.640457";"55.78984";"в центр";"Проезд грузового транспорта";"87482441";
45;"Комплекс фото-видеофиксации нарушений ПДД";"Большая Переяславская улица, д.50";"37.640443";"55.787283";"к ТТК";"Контроль база";"87482442";
46;"Комплекс фото-видеофиксации нарушений ПДД";"Большая Садовая улица, д.5";"37.593931";"55.768173";"внешняя сторона Садовое кольцо";"Скорость";"87482443";
47;"Комплекс фото-видеофиксации нарушений ПДД";"Большая Тульская улица, д.10";"37.620734";"55.706921";"из центра";"Скорость";"87482444";
48;"Комплекс фото-видеофиксации нарушений ПДД";"Большой Устьинский мост, опора МГО б/н.";"37.639618";"55.747638";"к Москворецкой наб.";"Скорость";"87482445";
